SPID,GeoID,PID,SaleDate,Amount,Customers,Boxes
SP10,G3,P20,29-10-2021 00:00,9268,46,618
SP25,G3,P17,29-10-2021 00:00,6153,138,280
SP18,G3,P07,29-10-2021 00:00,3514,221,147
SP16,G3,P04,01-11-2021 00:00,700,76,34
SP14,G3,P17,01-11-2021 00:00,10990,15,478
SP02,G3,P04,01-11-2021 00:00,4942,232,248
SP25,G3,P18,03-11-2021 00:00,8435,96,256
SP05,G3,P08,03-11-2021 00:00,4046,56,184
SP24,G3,P20,04-11-2021 00:00,5838,79,278
SP19,G3,P12,04-11-2021 00:00,1841,217,132
SP17,G3,P11,04-11-2021 00:00,2674,44,90
SP06,G3,P10,05-11-2021 00:00,3542,283,154
SP07,G3,P07,05-11-2021 00:00,1239,371,43
SP11,G3,P07,08-11-2021 00:00,833,75,30
SP25,G3,P13,10-11-2021 00:00,7875,74,493
SP13,G3,P05,11-11-2021 00:00,8799,91,489
SP02,G3,P17,11-11-2021 00:00,4627,42,178
SP04,G3,P08,11-11-2021 00:00,7357,37,307
SP25,G3,P10,11-11-2021 00:00,4529,394,175
SP05,G3,P19,12-11-2021 00:00,6195,165,564
SP03,G3,P02,12-11-2021 00:00,14357,153,1306
SP11,G3,P04,12-11-2021 00:00,1932,161,121
SP07,G3,P20,12-11-2021 00:00,7014,280,540
SP13,G3,P15,12-11-2021 00:00,9926,170,1103
SP24,G3,P11,15-11-2021 00:00,2660,72,99
SP17,G3,P06,16-11-2021 00:00,11620,208,684
SP17,G3,P18,16-11-2021 00:00,3171,294,100
SP03,G3,P18,16-11-2021 00:00,7511,15,243
SP24,G3,P15,16-11-2021 00:00,637,90,46
SP07,G3,P14,17-11-2021 00:00,4837,25,404
SP11,G3,P12,18-11-2021 00:00,11018,270,787
SP08,G3,P19,19-11-2021 00:00,2933,79,226
SP15,G3,P09,22-11-2021 00:00,3787,126,316
SP08,G3,P06,22-11-2021 00:00,1085,86,73
SP23,G3,P20,23-11-2021 00:00,574,316,34
SP04,G3,P04,24-11-2021 00:00,2135,53,143
SP25,G3,P21,25-11-2021 00:00,9856,306,658
SP17,G3,P20,25-11-2021 00:00,5299,41,408
SP07,G3,P04,29-11-2021 00:00,3857,311,227
SP12,G3,P06,29-11-2021 00:00,133,33,7
SP25,G3,P20,01-12-2021 00:00,4004,131,267
SP07,G3,P15,01-12-2021 00:00,12124,98,1213
SP19,G3,P11,03-12-2021 00:00,15701,179,655
SP18,G3,P14,06-12-2021 00:00,2107,111,141
SP24,G3,P14,07-12-2021 00:00,17437,23,1342
SP11,G3,P06,07-12-2021 00:00,7658,195,404
SP05,G3,P09,08-12-2021 00:00,8239,582,1374
SP22,G3,P14,09-12-2021 00:00,168,95,12
SP20,G3,P20,09-12-2021 00:00,749,193,54
SP22,G3,P19,10-12-2021 00:00,1190,244,92
SP21,G3,P07,13-12-2021 00:00,1827,44,61
SP22,G3,P08,13-12-2021 00:00,2933,68,163
SP11,G3,P20,14-12-2021 00:00,6300,367,332
SP04,G3,P02,14-12-2021 00:00,18508,124,1683
SP04,G3,P07,14-12-2021 00:00,5327,66,191
SP11,G3,P02,14-12-2021 00:00,4165,99,278
SP09,G3,P02,15-12-2021 00:00,4634,160,422
SP20,G3,P10,15-12-2021 00:00,9107,349,456
SP13,G3,P11,15-12-2021 00:00,1722,147,72
SP06,G3,P04,15-12-2021 00:00,3514,148,196
SP14,G3,P18,15-12-2021 00:00,5894,9,219
SP21,G3,P21,17-12-2021 00:00,5824,325,364
SP23,G3,P19,17-12-2021 00:00,966,81,69
SP20,G3,P04,17-12-2021 00:00,5194,346,289
SP23,G3,P14,20-12-2021 00:00,2639,266,156
SP17,G3,P07,20-12-2021 00:00,10542,205,440
SP11,G3,P18,20-12-2021 00:00,11193,397,386
SP17,G3,P16,21-12-2021 00:00,3094,197,104
SP08,G3,P04,21-12-2021 00:00,3871,231,204
SP13,G3,P02,21-12-2021 00:00,7168,133,512
SP20,G3,P21,21-12-2021 00:00,1015,89,64
SP20,G3,P17,21-12-2021 00:00,15694,65,714
SP11,G3,P05,22-12-2021 00:00,658,255,35
SP08,G3,P09,23-12-2021 00:00,2793,285,399
SP23,G3,P15,23-12-2021 00:00,16443,117,1645
SP20,G3,P19,23-12-2021 00:00,2954,444,269
SP22,G3,P15,23-12-2021 00:00,7497,122,536
SP18,G3,P03,24-12-2021 00:00,875,40,55
SP25,G3,P15,24-12-2021 00:00,2667,231,178
SP12,G3,P22,24-12-2021 00:00,1449,303,61
SP12,G3,P19,24-12-2021 00:00,385,199,33
SP14,G3,P12,24-12-2021 00:00,238,2,14
SP22,G3,P13,24-12-2021 00:00,11858,61,659
SP03,G3,P05,27-12-2021 00:00,1232,449,59
SP01,G3,P21,28-12-2021 00:00,616,220,44
SP17,G3,P03,28-12-2021 00:00,7042,51,307
SP21,G3,P03,29-12-2021 00:00,12180,169,580
SP16,G3,P19,29-12-2021 00:00,567,52,81
SP07,G3,P19,29-12-2021 00:00,6069,453,759
SP25,G3,P22,29-12-2021 00:00,5474,435,219
SP01,G3,P02,26-01-2022 00:00,4067,87,170
SP15,G3,P11,05-01-2022 00:00,14553,152,910
SP17,G3,P19,24-01-2022 00:00,2730,284,137
SP16,G3,P22,28-01-2022 00:00,10255,53,733
SP23,G3,P22,05-01-2022 00:00,1400,158,88
SP19,G3,P17,03-01-2022 00:00,4830,71,537
SP05,G3,P21,04-01-2022 00:00,2149,192,114
SP16,G3,P17,07-01-2022 00:00,1470,424,123
SP22,G3,P12,25-01-2022 00:00,8218,117,822
SP09,G3,P02,05-01-2022 00:00,714,46,30
SP17,G3,P06,13-01-2022 00:00,11130,83,1237
SP14,G3,P02,05-01-2022 00:00,15988,72,640
SP19,G3,P14,03-01-2022 00:00,315,12,45
SP04,G3,P18,06-01-2022 00:00,2471,543,177
SP11,G3,P17,24-01-2022 00:00,3066,307,307
SP01,G3,P10,28-01-2022 00:00,5138,203,571
SP16,G3,P11,18-01-2022 00:00,7588,157,447
SP23,G3,P18,25-01-2022 00:00,3087,112,281
SP17,G3,P16,17-01-2022 00:00,5152,41,397
SP11,G3,P16,14-01-2022 00:00,11137,187,796
SP10,G3,P20,06-01-2022 00:00,1715,178,132
SP04,G3,P16,03-01-2022 00:00,13202,233,881
SP24,G3,P20,07-01-2022 00:00,3773,317,270
SP18,G3,P10,18-01-2022 00:00,7245,7,906
SP21,G3,P03,19-01-2022 00:00,3206,102,119
SP02,G3,P14,28-01-2022 00:00,1547,27,258
SP01,G3,P03,07-01-2022 00:00,4284,182,179
SP08,G3,P08,28-01-2022 00:00,12901,96,993
SP19,G3,P13,17-01-2022 00:00,4319,129,864
SP09,G3,P04,19-01-2022 00:00,3913,17,187
SP14,G3,P19,10-01-2022 00:00,1988,396,87
SP08,G3,P09,10-01-2022 00:00,7679,161,480
SP09,G3,P16,28-01-2022 00:00,7161,209,651
SP25,G3,P07,19-01-2022 00:00,6041,16,1209
SP19,G3,P21,25-01-2022 00:00,5747,48,320
SP08,G3,P13,19-01-2022 00:00,3052,226,611
SP19,G3,P11,28-01-2022 00:00,5089,44,268
SP18,G3,P14,19-01-2022 00:00,3108,26,389
SP23,G3,P14,19-01-2022 00:00,2758,362,307
SP01,G3,P22,27-01-2022 00:00,6811,219,568
SP18,G3,P18,19-01-2022 00:00,9975,169,713
SP05,G3,P18,31-01-2022 00:00,8162,489,742
SP10,G3,P10,04-01-2022 00:00,10710,327,1339
SP01,G3,P11,24-01-2022 00:00,8617,15,507
SP09,G3,P22,28-01-2022 00:00,10731,332,826
SP15,G3,P05,25-01-2022 00:00,1393,121,67
SP24,G3,P08,26-01-2022 00:00,4053,276,312
SP12,G3,P02,18-01-2022 00:00,4557,14,163
SP08,G3,P22,10-01-2022 00:00,3381,240,242
SP17,G3,P18,27-01-2022 00:00,2065,158,173
SP20,G3,P08,05-01-2022 00:00,7651,106,589
SP05,G3,P11,28-01-2022 00:00,9730,12,609
SP23,G3,P05,05-01-2022 00:00,13986,162,583
SP04,G3,P19,25-01-2022 00:00,5173,85,247
SP04,G3,P05,10-01-2022 00:00,6741,187,307
SP03,G3,P14,03-01-2022 00:00,329,158,66
SP02,G3,P09,21-01-2022 00:00,9674,449,645
SP12,G3,P08,04-01-2022 00:00,5376,353,489
SP06,G3,P20,21-01-2022 00:00,10031,41,669
SP05,G3,P16,13-01-2022 00:00,9065,11,756
SP21,G3,P15,26-01-2022 00:00,4312,239,206
SP11,G3,P08,03-01-2022 00:00,7721,241,594
SP10,G3,P22,24-01-2022 00:00,12894,253,1075
SP23,G3,P15,12-01-2022 00:00,1253,90,57
SP04,G3,P17,04-01-2022 00:00,1232,134,103
SP07,G3,P05,17-01-2022 00:00,2569,36,123
SP24,G3,P13,07-01-2022 00:00,8225,283,1371
SP10,G3,P02,05-01-2022 00:00,3731,319,156
SP21,G3,P21,24-01-2022 00:00,3444,172,182
SP12,G3,P12,24-01-2022 00:00,11900,13,1700
SP01,G3,P20,24-01-2022 00:00,10794,429,771
SP08,G3,P20,14-01-2022 00:00,6818,224,487
SP15,G3,P22,06-01-2022 00:00,1995,159,125
SP02,G3,P06,21-01-2022 00:00,3731,428,374
SP10,G3,P04,18-01-2022 00:00,1197,50,60
SP20,G3,P07,04-01-2022 00:00,8099,86,1620
SP08,G3,P02,26-01-2022 00:00,4326,10,174
SP10,G3,P03,18-01-2022 00:00,329,318,14
SP10,G3,P08,18-01-2022 00:00,9849,8,758
SP24,G3,P16,27-01-2022 00:00,2716,29,194
SP22,G3,P18,11-01-2022 00:00,4613,70,385
SP19,G3,P20,13-01-2022 00:00,1883,68,118
SP07,G3,P21,04-01-2022 00:00,6720,244,396
SP04,G3,P03,26-01-2022 00:00,2982,326,125
SP10,G3,P12,14-01-2022 00:00,8974,420,1122
SP12,G3,P04,10-01-2022 00:00,2331,47,138
SP15,G3,P20,28-01-2022 00:00,1638,136,103
SP02,G3,P21,06-01-2022 00:00,5481,96,275
SP05,G3,P19,26-01-2022 00:00,6055,132,303
SP25,G3,P19,25-01-2021 00:00,5523,122,241
SP14,G3,P18,24-01-2022 00:00,1512,404,152
SP02,G3,P05,25-06-2021 00:00,7112,177,445
SP24,G3,P20,17-11-2021 00:00,6426,42,402
SP25,G3,P10,09-02-2021 00:00,8309,137,416
SP15,G3,P04,17-05-2021 00:00,5789,29,341
SP06,G3,P05,15-06-2021 00:00,8904,163,557
SP16,G3,P14,04-10-2021 00:00,2499,22,250
SP08,G3,P03,01-03-2021 00:00,7105,153,593
SP19,G3,P11,01-01-2021 00:00,20818,363,1096
SP23,G3,P05,13-01-2022 00:00,5936,304,313
SP05,G3,P04,05-01-2022 00:00,203,162,12
SP23,G3,P18,03-12-2021 00:00,5411,279,677
SP04,G3,P13,01-03-2021 00:00,5362,157,283
SP17,G3,P16,11-05-2021 00:00,4949,292,707
SP24,G3,P21,16-02-2022 00:00,2716,36,170
SP13,G3,P20,02-11-2021 00:00,2261,534,151
SP14,G3,P14,18-02-2022 00:00,6181,18,619
SP24,G3,P05,11-01-2021 00:00,8323,199,463
SP19,G3,P04,31-03-2021 00:00,854,188,48
SP12,G3,P20,26-03-2021 00:00,7581,233,474
SP01,G3,P02,07-02-2022 00:00,9912,152,413
SP18,G3,P13,21-05-2021 00:00,3710,44,186
SP17,G3,P13,22-02-2021 00:00,2870,75,137
SP20,G3,P17,05-03-2021 00:00,3626,88,330
SP18,G3,P17,06-08-2021 00:00,4130,295,318
SP22,G3,P07,08-01-2021 00:00,3346,69,134
SP18,G3,P03,17-12-2021 00:00,4522,66,323
SP22,G3,P22,15-02-2021 00:00,812,87,33
SP24,G3,P18,24-01-2022 00:00,161,293,21
SP14,G3,P15,28-09-2021 00:00,2387,88,89
SP20,G3,P19,05-04-2021 00:00,140,491,7
SP12,G3,P10,08-12-2021 00:00,574,271,31
SP19,G3,P22,21-10-2021 00:00,8967,175,374
SP25,G3,P16,24-09-2021 00:00,8904,45,1484
SP23,G3,P03,13-09-2021 00:00,707,289,59
SP01,G3,P04,05-01-2021 00:00,3262,124,182
SP06,G3,P04,01-12-2021 00:00,3563,250,238
SP11,G3,P16,28-05-2021 00:00,5705,14,815
SP19,G3,P03,20-05-2021 00:00,12677,188,1057
SP18,G3,P16,22-04-2021 00:00,3906,245,558
SP09,G3,P11,03-09-2021 00:00,5726,33,261
SP19,G3,P16,29-03-2022 00:00,11081,320,1583
SP23,G3,P13,07-01-2021 00:00,5243,31,276
SP18,G3,P10,24-12-2021 00:00,4438,87,234
SP11,G3,P15,30-07-2021 00:00,3059,112,118
SP15,G3,P18,07-04-2021 00:00,5096,141,567
SP09,G3,P12,10-03-2021 00:00,2002,74,91
SP13,G3,P03,22-06-2021 00:00,7161,330,651
SP20,G3,P08,06-01-2021 00:00,952,127,68
SP09,G3,P04,20-09-2021 00:00,6699,164,373
SP18,G3,P07,10-01-2022 00:00,14084,158,564
SP12,G3,P13,16-11-2021 00:00,2611,264,138
SP11,G3,P18,10-03-2021 00:00,18361,32,1837
SP03,G3,P17,16-12-2021 00:00,7616,412,635
SP15,G3,P09,18-01-2021 00:00,1148,254,128
SP02,G3,P09,26-11-2021 00:00,28,96,4
SP09,G3,P10,02-03-2021 00:00,1470,233,78
SP01,G3,P21,30-03-2021 00:00,4732,103,364
SP21,G3,P14,10-01-2022 00:00,10983,281,1099
SP15,G3,P05,05-02-2021 00:00,2807,79,148
SP04,G3,P11,02-12-2021 00:00,18116,185,824
SP22,G3,P11,25-01-2022 00:00,9681,25,441
SP16,G3,P09,28-02-2022 00:00,1365,173,137
SP17,G3,P12,26-11-2021 00:00,6405,227,279
SP08,G3,P05,23-12-2021 00:00,5355,333,335
SP18,G3,P20,04-10-2021 00:00,105,286,7
SP05,G3,P06,16-04-2021 00:00,3941,192,282
SP12,G3,P14,27-08-2021 00:00,7728,94,966
SP20,G3,P16,26-04-2021 00:00,10731,122,1342
SP08,G3,P04,27-05-2021 00:00,5649,234,354
SP24,G3,P10,02-09-2021 00:00,10983,379,611
SP25,G3,P08,20-01-2021 00:00,6615,200,602
SP14,G3,P07,22-09-2021 00:00,1603,27,73
SP07,G3,P12,08-04-2021 00:00,4837,394,194
SP10,G3,P11,05-07-2021 00:00,4977,369,227
SP10,G3,P16,11-01-2022 00:00,588,260,66
SP13,G3,P09,30-09-2021 00:00,4298,369,430
SP02,G3,P15,03-02-2021 00:00,12516,14,501
SP17,G3,P03,19-02-2021 00:00,21,118,2
SP16,G3,P20,18-05-2021 00:00,4522,256,252
SP06,G3,P11,26-03-2021 00:00,294,136,14
SP09,G3,P22,25-03-2022 00:00,4361,330,175
SP22,G3,P20,01-07-2021 00:00,693,56,39
SP13,G3,P18,11-03-2022 00:00,8393,208,933
SP14,G3,P04,30-04-2021 00:00,16625,302,978
SP02,G3,P17,04-02-2021 00:00,12796,179,1164
SP02,G3,P18,26-08-2021 00:00,10899,58,1211
SP07,G3,P02,08-09-2021 00:00,1421,218,53
SP02,G3,P22,29-04-2021 00:00,3591,53,150
SP15,G3,P03,09-09-2021 00:00,6258,32,569
SP16,G3,P07,10-02-2021 00:00,4718,403,215
SP25,G3,P18,03-05-2021 00:00,1449,425,145
SP16,G3,P19,09-02-2022 00:00,2562,213,107
SP20,G3,P21,07-05-2021 00:00,1736,108,124
SP25,G3,P03,23-11-2021 00:00,3710,153,338
SP22,G3,P17,22-02-2022 00:00,11333,287,872
SP18,G3,P15,19-02-2021 00:00,8365,100,349
SP19,G3,P09,02-04-2021 00:00,5999,42,750
SP09,G3,P07,26-01-2022 00:00,9268,498,371
SP23,G3,P20,05-01-2022 00:00,567,141,36
SP21,G3,P07,07-10-2021 00:00,11620,396,506
SP13,G3,P15,04-02-2021 00:00,10066,173,420
SP06,G3,P12,05-01-2022 00:00,6818,54,285
SP24,G3,P22,18-01-2022 00:00,14112,41,588
SP09,G3,P19,23-02-2022 00:00,9870,78,412
SP03,G3,P05,15-09-2021 00:00,4557,102,285
SP05,G3,P19,04-05-2021 00:00,7,384,1
SP02,G3,P10,19-08-2021 00:00,5320,51,280
SP14,G3,P16,26-01-2021 00:00,4018,134,574
SP14,G3,P06,18-03-2022 00:00,7371,140,461
SP22,G3,P14,08-06-2021 00:00,315,106,35
SP16,G3,P17,21-01-2022 00:00,5054,218,389
SP03,G3,P10,25-01-2021 00:00,6223,142,328
SP25,G3,P22,13-01-2022 00:00,112,92,5
SP04,G3,P15,07-07-2021 00:00,1701,15,71
SP22,G3,P02,26-02-2021 00:00,5887,69,227
SP05,G3,P17,25-03-2022 00:00,7574,181,758
SP07,G3,P08,15-07-2021 00:00,5733,139,410
SP06,G3,P20,01-02-2021 00:00,294,248,18
SP19,G3,P14,19-10-2021 00:00,2758,80,276
SP05,G3,P05,12-07-2021 00:00,21,262,2
SP04,G3,P14,14-04-2021 00:00,13468,288,1924
SP13,G3,P22,14-01-2022 00:00,8400,300,366
SP17,G3,P07,15-07-2021 00:00,8715,128,397
SP02,G3,P16,03-03-2022 00:00,8820,367,1260
SP05,G3,P21,05-04-2021 00:00,6720,177,448
SP14,G3,P17,10-03-2022 00:00,2492,125,192
SP12,G3,P04,14-04-2021 00:00,9422,167,555
SP02,G3,P06,22-01-2021 00:00,9016,47,531
SP19,G3,P17,24-03-2021 00:00,5600,69,467
SP05,G3,P14,26-02-2021 00:00,3815,73,477
SP05,G3,P22,03-02-2021 00:00,742,6,34
SP05,G3,P10,06-04-2021 00:00,3122,446,184
SP09,G3,P14,13-08-2021 00:00,1470,297,147
SP11,G3,P04,06-01-2021 00:00,10262,126,604
SP22,G3,P16,26-01-2021 00:00,4109,237,587
SP01,G3,P20,18-05-2021 00:00,12558,308,785
SP10,G3,P06,21-07-2021 00:00,6734,93,421
SP11,G3,P14,04-01-2021 00:00,3570,335,447
SP17,G3,P04,21-01-2022 00:00,2576,90,152
SP03,G3,P14,03-02-2021 00:00,3269,96,364
SP05,G3,P18,04-03-2022 00:00,4928,126,493
SP01,G3,P07,04-06-2021 00:00,17192,202,748
SP01,G3,P12,03-03-2022 00:00,7028,72,306
SP20,G3,P10,04-03-2022 00:00,12180,96,677
SP15,G3,P14,23-03-2022 00:00,12124,76,1348
SP16,G3,P13,09-03-2021 00:00,2919,62,146
SP14,G3,P08,28-03-2022 00:00,672,136,52
SP24,G3,P03,12-01-2022 00:00,11816,12,844
SP25,G3,P17,03-11-2021 00:00,7574,53,689
SP14,G3,P12,22-12-2021 00:00,4907,162,205
SP24,G3,P17,09-03-2022 00:00,14266,150,1189
SP22,G3,P18,06-10-2021 00:00,8337,23,1191
SP17,G3,P18,15-03-2021 00:00,4669,294,667
SP25,G3,P02,25-08-2021 00:00,371,38,15
SP24,G3,P19,22-07-2021 00:00,6160,353,257
SP18,G3,P12,18-03-2021 00:00,336,312,16
SP12,G3,P16,29-03-2022 00:00,15932,59,2656
SP18,G3,P11,22-02-2021 00:00,15253,268,727
SP07,G3,P10,14-02-2022 00:00,1064,44,56
SP01,G3,P06,24-02-2021 00:00,3465,16,204
SP04,G3,P21,14-04-2021 00:00,5110,38,365
SP05,G3,P12,13-01-2021 00:00,11151,104,507
SP02,G3,P20,01-04-2021 00:00,6104,55,407
SP10,G3,P04,12-04-2021 00:00,4298,91,287
SP07,G3,P20,07-06-2021 00:00,6153,86,411
SP21,G3,P15,31-12-2021 00:00,1995,206,80
SP16,G3,P03,18-10-2021 00:00,9639,85,804
SP15,G3,P08,10-03-2022 00:00,2219,144,171
SP11,G3,P17,10-03-2021 00:00,2863,31,221
SP12,G3,P19,01-10-2021 00:00,12131,122,506
SP25,G3,P11,25-02-2021 00:00,5859,229,309
SP02,G3,P08,09-07-2021 00:00,8806,168,734
SP11,G3,P11,26-08-2021 00:00,2856,37,130
SP01,G3,P09,16-02-2022 00:00,266,72,34
SP21,G3,P03,20-08-2021 00:00,12061,28,862
SP14,G3,P22,14-07-2021 00:00,5838,123,266
SP17,G3,P10,14-01-2022 00:00,12159,71,716
SP04,G3,P06,25-03-2021 00:00,11802,34,787
SP23,G3,P15,12-01-2022 00:00,5593,205,234
SP08,G3,P20,08-11-2021 00:00,5663,356,378
SP25,G3,P06,03-06-2021 00:00,9058,176,647
SP16,G3,P18,10-06-2021 00:00,1337,89,149
SP04,G3,P07,17-11-2021 00:00,2877,222,116
SP08,G3,P11,25-11-2021 00:00,5964,137,284
SP08,G3,P15,21-10-2021 00:00,1778,341,69
SP14,G3,P05,15-02-2022 00:00,4732,468,250
SP17,G3,P20,01-01-2021 00:00,6832,162,456
SP22,G3,P12,30-09-2021 00:00,4158,80,189
SP08,G3,P02,11-02-2022 00:00,2324,189,87
SP23,G3,P14,29-03-2022 00:00,868,96,124
SP23,G3,P22,20-05-2021 00:00,9681,257,388
SP04,G3,P12,24-12-2021 00:00,7224,110,289
SP23,G3,P07,12-07-2021 00:00,3472,67,151
SP22,G3,P09,19-03-2021 00:00,10647,187,1331
SP23,G3,P17,10-11-2021 00:00,7161,194,717
SP06,G3,P14,24-02-2022 00:00,10290,232,1029
SP01,G3,P22,20-07-2021 00:00,10640,32,444
SP06,G3,P07,09-03-2021 00:00,1309,39,57
SP19,G3,P20,16-08-2021 00:00,7266,53,428
SP14,G3,P11,15-02-2021 00:00,15729,67,828
SP04,G3,P18,05-04-2021 00:00,3703,87,529
SP24,G3,P02,02-06-2021 00:00,9884,221,381
SP13,G3,P17,15-04-2021 00:00,5670,84,437
SP02,G3,P12,15-11-2021 00:00,9590,127,400
SP22,G3,P05,26-03-2021 00:00,8547,395,535
SP07,G3,P16,09-12-2021 00:00,3164,168,528
SP24,G3,P07,25-11-2021 00:00,10115,88,405
SP01,G3,P05,15-10-2021 00:00,3297,29,184
SP08,G3,P14,15-12-2021 00:00,4529,15,567
SP07,G3,P03,28-03-2022 00:00,6118,26,471
SP11,G3,P02,14-12-2021 00:00,98,321,5
SP19,G3,P13,13-09-2021 00:00,3871,234,176
SP15,G3,P12,04-03-2021 00:00,7329,109,319
SP02,G3,P07,26-01-2022 00:00,1162,277,51
SP14,G3,P09,20-01-2022 00:00,1190,99,149
SP23,G3,P11,06-07-2021 00:00,13608,178,619
SP08,G3,P22,11-10-2021 00:00,5964,300,260
SP10,G3,P18,01-02-2021 00:00,2814,70,352
SP15,G3,P06,03-08-2021 00:00,5012,104,335
SP23,G3,P16,18-10-2021 00:00,1211,376,152
SP03,G3,P13,19-04-2021 00:00,3052,165,146
SP06,G3,P08,23-11-2021 00:00,8064,98,621
SP20,G3,P15,01-09-2021 00:00,7798,313,325
SP21,G3,P13,02-12-2021 00:00,2646,45,133
SP19,G3,P07,22-01-2021 00:00,3458,106,158
SP13,G3,P11,14-06-2021 00:00,105,36,6
SP20,G3,P20,24-01-2022 00:00,1141,183,68
SP17,G3,P02,08-09-2021 00:00,1855,246,72
SP21,G3,P06,01-03-2021 00:00,1400,128,100
SP21,G3,P18,23-02-2022 00:00,5026,107,559
SP13,G3,P04,10-09-2021 00:00,35,219,3
SP21,G3,P16,12-05-2021 00:00,13265,57,1895
SP10,G3,P05,28-01-2021 00:00,8197,13,513
SP10,G3,P12,11-06-2021 00:00,12103,180,485
SP18,G3,P21,18-06-2021 00:00,3710,388,265
SP12,G3,P05,05-01-2021 00:00,4823,46,284
SP16,G3,P08,29-11-2021 00:00,10780,203,770
SP09,G3,P02,14-03-2022 00:00,231,126,10
SP22,G3,P04,16-04-2021 00:00,4676,284,260
SP15,G3,P07,12-02-2021 00:00,154,159,7
SP23,G3,P09,29-06-2021 00:00,11522,130,1441
SP18,G3,P18,15-11-2021 00:00,8015,270,1002
SP19,G3,P15,15-07-2021 00:00,7518,111,301
SP15,G3,P15,24-01-2022 00:00,11599,7,484
SP02,G3,P13,26-11-2021 00:00,3850,217,193
SP23,G3,P21,22-07-2021 00:00,2016,35,126
SP24,G3,P09,21-12-2021 00:00,3885,254,486
SP17,G3,P19,07-12-2021 00:00,1302,287,57
SP22,G3,P06,04-03-2021 00:00,6174,84,364
SP02,G3,P14,16-02-2022 00:00,5033,129,719
SP23,G3,P10,22-06-2021 00:00,2716,23,151
SP11,G3,P07,15-10-2021 00:00,5579,348,243
SP03,G3,P07,18-03-2021 00:00,4368,301,190
SP09,G3,P09,12-05-2021 00:00,630,434,70
SP09,G3,P15,16-12-2021 00:00,5649,255,218
SP24,G3,P12,07-07-2021 00:00,2443,434,98
SP08,G3,P18,06-01-2022 00:00,2604,46,261
SP08,G3,P07,10-05-2021 00:00,952,185,44
SP03,G3,P18,23-09-2021 00:00,5677,173,631
SP13,G3,P13,24-02-2021 00:00,6307,64,287
SP14,G3,P02,08-11-2021 00:00,350,126,15
SP21,G3,P11,02-08-2021 00:00,2086,173,110
SP12,G3,P15,02-06-2021 00:00,1792,250,67
SP25,G3,P07,02-04-2021 00:00,7658,3,333
SP16,G3,P10,21-06-2021 00:00,966,62,54
SP07,G3,P09,18-06-2021 00:00,13139,203,1195
SP07,G3,P22,25-11-2021 00:00,3892,494,177
SP24,G3,P04,05-10-2021 00:00,5516,397,307
SP17,G3,P08,08-07-2021 00:00,2870,29,261
SP01,G3,P11,26-11-2021 00:00,5166,141,259
SP03,G3,P03,25-08-2021 00:00,5740,462,410
SP17,G3,P14,31-12-2021 00:00,2954,104,296
SP07,G3,P17,02-02-2021 00:00,5838,132,487
SP24,G3,P14,09-09-2021 00:00,6839,271,760
SP07,G3,P15,07-07-2021 00:00,5607,82,208
SP10,G3,P21,13-05-2021 00:00,2478,286,191
SP07,G3,P11,13-01-2022 00:00,4837,8,231
SP19,G3,P12,25-11-2021 00:00,11368,408,517
SP25,G3,P13,11-05-2021 00:00,6013,223,274
SP04,G3,P04,09-06-2021 00:00,10570,54,705
SP03,G3,P11,11-05-2021 00:00,5845,66,293
SP08,G3,P06,06-05-2021 00:00,938,132,56
SP03,G3,P20,17-03-2021 00:00,6223,217,367
SP23,G3,P08,15-11-2021 00:00,12516,151,1138
SP07,G3,P19,15-04-2021 00:00,3745,227,163
SP09,G3,P16,08-11-2021 00:00,3710,143,413
SP03,G3,P16,28-03-2022 00:00,4053,222,451
SP02,G3,P11,29-01-2021 00:00,6069,80,276
SP22,G3,P03,05-03-2021 00:00,5845,155,532
SP16,G3,P21,01-10-2021 00:00,17451,131,1247
SP22,G3,P13,22-03-2022 00:00,6755,181,356
SP15,G3,P16,11-05-2021 00:00,5747,26,958
SP23,G3,P12,28-03-2022 00:00,2793,243,117
SP02,G3,P21,22-04-2021 00:00,3836,309,274
SP25,G3,P21,13-10-2021 00:00,6944,73,496
SP04,G3,P03,19-02-2021 00:00,210,268,20
SP18,G3,P09,13-09-2021 00:00,4956,162,620
SP21,G3,P02,31-01-2022 00:00,1162,398,49
SP02,G3,P19,24-06-2021 00:00,441,92,21
SP22,G3,P21,29-10-2021 00:00,5761,123,444
SP01,G3,P18,16-03-2021 00:00,11634,211,1455
SP04,G3,P16,26-01-2022 00:00,10542,140,1172
SP05,G3,P07,17-11-2021 00:00,8330,207,363
SP11,G3,P08,23-03-2021 00:00,12040,53,860
SP22,G3,P08,28-10-2021 00:00,8148,253,679
SP12,G3,P18,11-01-2021 00:00,7637,26,1091
SP06,G3,P21,19-11-2021 00:00,5362,227,336
SP07,G3,P14,02-02-2021 00:00,7532,76,942
SP24,G3,P06,09-04-2021 00:00,6160,33,363
SP24,G3,P13,04-02-2022 00:00,2835,83,150
SP03,G3,P21,04-05-2021 00:00,9590,295,685
SP24,G3,P16,09-08-2021 00:00,371,230,62
SP09,G3,P18,02-07-2021 00:00,1302,108,145
SP16,G3,P06,23-12-2021 00:00,3633,209,243
SP20,G3,P04,15-06-2021 00:00,7770,98,518
SP04,G3,P05,30-03-2021 00:00,2009,97,106
SP11,G3,P09,31-12-2021 00:00,7196,68,900
SP01,G3,P14,08-02-2021 00:00,12621,297,1803
